0	12.7	0
0.521530413	12.9195934	0
0.976142247	13.10665996	0
1.437805745	13.29221032	0
1.906731215	13.47619203	0
2.383134737	13.65854881	0
2.867238409	13.83922044	0
3.359270608	14.01814258	0
3.859466251	14.19524668	0
4.368067089	14.37045976	0
4.885321998	14.54370433	0
5.4114873	14.71489816	0
5.946827091	14.8839541	0
6.491613596	15.05077992	0
7.046127535	15.21527812	0
7.610658521	15.37734565	0
8.18550547	15.53687375	0
8.770977039	15.69374769	0
9.367392098	15.84784652	0
9.975080213	15.99904278	0
10.59438218	16.14720226	0
11.22565056	16.29218365	0
11.86925031	16.43383824	0
12.52555935	16.5720096	0
13.19496929	16.70653318	0
13.87788608	16.83723594	0
14.57473081	16.96393594	0
15.2859405	17.08644187	0
16.01196894	17.20455265	0
16.75328764	17.31805684	0
17.51038675	17.42673217	0
18.28377614	17.53034493	0
19.07398651	17.62864935	0
19.88157057	17.72138697	0
20.7071043	17.80828591	0
21.5511883	17.8890601	0
22.4144493	17.9634085	0
23.29754166	18.03101416	0
24.20114904	18.09154334	0
25.12598627	18.14464444	0
26.07280116	18.18994693	0
27.04237666	18.22706015	0
28.03553304	18.25557203	0
29.05313031	18.27504772	0
30.09607074	18.28502809	0
